"x"
"PRICKLE1|144165"
"FAM73A|374986"
"NDUFB11|54539"
"GPRIN1|114787"
"UBE2V1|7335"
"C21orf56|84221"
"POLR1E|64425"
"DLST|1743"
"RASL10B|91608"
"DNAH11|8701"
"TNS4|84951"
"WISP1|8840"
"CCT3|7203"
"PCDHB9|56127"
"TTC39A|22996"
"SLC35A3|23443"
"TEX10|54881"
"RPGRIP1L|23322"
"ZNF687|57592"
"COG2|22796"
"AGPS|8540"
"SYT5|6861"
"UBR4|23352"
"KIAA1467|57613"
"LOC80054|80054"
"TLR9|54106"
"TH1L|51497"
"C2orf15|150590"
"DDX3Y|8653"
"SGTB|54557"
"TRAK2|66008"
"RASGRF2|5924"
"BTG1|694"
"TMX3|54495"
"HMGN3|9324"
"CDK13|8621"
"SNX12|29934"
"FAM59A|64762"
"SMEK1|55671"
"IFI16|3428"
"CHD3|1107"
"EDAR|10913"
"C22orf39|128977"
"SLIT2|9353"
"TAF13|6884"
"TAF5|6877"
"DNAH14|127602"
"DHX37|57647"
"CDV3|55573"
"POLG2|11232"
"EYA4|2070"
"C19orf73|55150"
"METTL4|64863"
"WHAMM|123720"
"RNF112|7732"
"IGSF21|84966"
"NPAS2|4862"
"FSTL1|11167"
"UBE2G2|7327"
"GPX4|2879"
"CARD9|64170"
"C5orf42|65250"
"SMAGP|57228"
"ZNF853|54753"
"WDR45|11152"
"SOHLH2|54937"
"KIAA0892|23383"
"LRRC41|10489"
"DEXI|28955"
"B4GALNT4|338707"
"UBXN2A|165324"
"CHPT1|56994"
"NOS3|4846"
"TOMM40L|84134"
"C17orf80|55028"
"COPA|1314"
"RNF40|9810"
"NSDHL|50814"
"TMEM40|55287"
"C20orf96|140680"
"CYC1|1537"
"CASP8|841"
"ASF1B|55723"
"TRDMT1|1787"
"SIGMAR1|10280"
"ANKRD52|283373"
"LOC219347|219347"
"ZNF782|158431"
"EXOC7|23265"
"GJD3|125111"
"SH2D2A|9047"
"CREB3L2|64764"
"NBPF1|55672"
"CCS|9973"
"CPE|1363"
"LOXL4|84171"
"ZNF827|152485"
"CACNA1C|775"
"HARS|3035"
"RAB5C|5878"
"UPK1B|7348"
"RBBP9|10741"
"RPS6KA5|9252"
"GNG2|54331"
"SCHIP1|29970"
"GRINA|2907"
"ECD|11319"
"CHMP6|79643"
"MFF|56947"
"SALL4|57167"
"PRDX5|25824"
"ITIH4|3700"
"ZNF541|84215"
"TMEM68|137695"
"FAM167B|84734"
"NFXL1|152518"
"C18orf10|25941"
"DOCK8|81704"
"DLAT|1737"
"HHIPL1|84439"
"GBP1|2633"
"RHCG|51458"
"CBWD1|55871"
"PDE4B|5142"
"ATP7B|540"
"FAM27C|100132948"
"NEB|4703"
"LOC84856|84856"
"PRR11|55771"
"ALAD|210"
"CTSL2|1515"
"MAST3|23031"
"PABPC1|26986"
"DDX60L|91351"
"KAT2B|8850"
"CAPRIN2|65981"
"LCORL|254251"
"SSH3|54961"
"INSIG2|51141"
"CLK3|1198"
"ZDHHC2|51201"
"GPR132|29933"
"JPH1|56704"
"CENPM|79019"
"IQCH|64799"
"PLD4|122618"
"KIF3A|11127"
"PDGFRB|5159"
"IL11|3589"
"SCAND1|51282"
"CSRP2BP|57325"
"UTRN|7402"
"GRPEL1|80273"
"JMJD6|23210"
"GSTO2|119391"
"PROCA1|147011"
"TMEM200A|114801"
"PSMD6|9861"
"ZDHHC1|29800"
"HEMK1|51409"
"COL11A2|1302"
"MVP|9961"
"RHPN2|85415"
"ENPEP|2028"
"ZNF252|286101"
"PDZRN4|29951"
"PPP3CC|5533"
"MARCKS|4082"
"C15orf48|84419"
"COL5A3|50509"
"ANKK1|255239"
"CAPN13|92291"
"VEZF1|7716"
"PARP14|54625"
"MARK3|4140"
"TCTN3|26123"
"HSCB|150274"
"SLC25A35|399512"
"IGSF6|10261"
"ASAP2|8853"
"MORC2|22880"
"KIAA0195|9772"
"TRIM66|9866"
"LOC282997|282997"
"TMEM159|57146"
"SNAPC2|6618"
"ALG8|79053"
"TMEM2|23670"
"SPDYE3|441272"
"PTRH2|51651"
"KCNAB2|8514"
"MAGEA1|4100"
"PCDHB15|56121"
"REPS1|85021"
"EPHA2|1969"
"DCAF6|55827"
"MARCKSL1|65108"
"TAF8|129685"
"CEP164|22897"
"PPP4R4|57718"
"ZNF341|84905"
"GBGT1|26301"
"KIAA0355|9710"
"SLC22A18|5002"
"NCKAP5|344148"
"TNKS1BP1|85456"
"FKBPL|63943"
"PPIL2|23759"
"USP2|9099"
"CD6|923"
"TANC2|26115"
"C12orf44|60673"
"SUPT5H|6829"
"TSPAN6|7105"
"C20orf177|63939"
"REXO4|57109"
"NUP188|23511"
"RNF187|149603"
"PEX26|55670"
"GRHL1|29841"
"APOC1|341"
"MMP23B|8510"
"ATP8B5P|158381"
"UBXN6|80700"
"USP35|57558"
"RHOT2|89941"
"SLC2A11|66035"
"TREX2|11219"
"ETS2|2114"
"PLXNA2|5362"
"ZMYM3|9203"
"HSPA14|51182"
"NBR2|10230"
"DHRS4|10901"
"RPL22|6146"
"PA2G4|5036"
"SERAC1|84947"
"ABCB6|10058"
"SERINC3|10955"
"COMP|1311"
"VMA21|203547"
"C1orf130|400746"
"FAM45A|404636"
"SIGLEC8|27181"
"MRGPRF|116535"
"RBM28|55131"
"MRPS6|64968"
"RUNDC3A|10900"
"C14orf49|161176"
"TMEM41A|90407"
"SLC37A2|219855"
"SMN2|6607"
"SEC61B|10952"
"ZNF202|7753"
"MUS81|80198"
"RAET1L|154064"
"GSTK1|373156"
"LPPR4|9890"
"ERI2|112479"
"GIGYF2|26058"
"LOC338758|338758"
"SLC27A3|11000"
"SLC34A3|142680"
"ZBED5|58486"
"RPUSD2|27079"
"KCNJ15|3772"
"ZNF576|79177"
"TNFAIP8|25816"
"DCTN5|84516"
"LSAMP|4045"
"C17orf95|124512"
"RAB27B|5874"
"ENO3|2027"
"EFHD1|80303"
"ADK|132"
"COX19|90639"
"MTRF1L|54516"
"AMDHD1|144193"
"OSTM1|28962"
"PFN1|5216"
"LRRC16B|90668"
"PKN3|29941"
"PYCR1|5831"
"PIP5K1C|23396"
"DOCK2|1794"
"RSL1D1|26156"
"HSF2BP|11077"
"TMEM167A|153339"
"HERC1|8925"
"KLK5|25818"
"ARSB|411"
"ARSI|340075"
"STEAP4|79689"
"UBE2J2|118424"
"RAF1|5894"
"AOC2|314"
"G6PC3|92579"
"SRRD|402055"
"TJP3|27134"
"C3orf10|55845"
"ITSN2|50618"
"KANK2|25959"
"GPX3|2878"
"ARHGAP12|94134"
"C5orf32|84418"
"NHLRC2|374354"
"FANCM|57697"
"HNRNPR|10236"
"C1orf93|127281"
"ENG|2022"
"POMZP3|22932"
"RNF152|220441"
"FBXL8|55336"
"SLC25A12|8604"
"NEAT1|283131"
"RAB18|22931"
"RANBP17|64901"
"AKR1B10|57016"
"HEATR7A|727957"
"C2orf74|339804"
"PTPN12|5782"
"HDHD2|84064"
"PFN2|5217"
"MARK1|4139"
"ZNF295|49854"
"CACNA2D2|9254"
"SH2D5|400745"
"C1orf161|126868"
"SLC25A43|203427"
"COQ9|57017"
"NME3|4832"
"FPGS|2356"
"TRIM24|8805"
"CDC42EP4|23580"
"VPS4A|27183"
"CLCN4|1183"
"ANKRD54|129138"
"LOC158572|158572"
"SLC7A5|8140"
"PKDCC|91461"
"ZNF737|100129842"
"POLRMT|5442"
"PPAT|5471"
"DLC1|10395"
"SLA|6503"
"CCL18|6362"
"HSPA6|3310"
"LOC643837|643837"
"MSRA|4482"
"FAM83D|81610"
"TCN1|6947"
"TAOK3|51347"
"SNHG4|724102"
"B3GALT6|126792"
"SH3BP2|6452"
"MPP2|4355"
"SLC35E2|728661"
"PIM1|5292"
"MANBAL|63905"
"RAVER2|55225"
"DPCD|25911"
"BANK1|55024"
"PRKAB1|5564"
"LAGE3|8270"
"VPS35|55737"
"FLJ45445|399844"
"METT11D1|64745"
"SEPT10|151011"
"MIIP|60672"
"UQCC|55245"
"PET112L|5188"
"VGF|7425"
"CYTSB|92521"
"PLCB4|5332"
"SNX22|79856"
"F12|2161"
"KDELC2|143888"
"TMEM141|85014"
"GDPD1|284161"
"FBXL17|64839"
"CAMK2A|815"
"CCAR1|55749"
"MRPS17|51373"
"CXCR4|7852"
"C6orf167|253714"
"LCMT2|9836"
"UBAC1|10422"
"EMCN|51705"
"HMOX2|3163"
"PPP2R5D|5528"
"EPHB3|2049"
"GABRR1|2569"
"ZNF674|641339"
"STAG3L2|442582"
"TAF3|83860"
"ZNF780A|284323"
"MFRP|83552"
"SPRY1|10252"
"C15orf59|388135"
"FBLN7|129804"
"CCDC55|84081"
"NAPEPLD|222236"
"PADI3|51702"
"CHORDC1|26973"
"MAMLD1|10046"
"PAK6|56924"
"ADSSL1|122622"
"GRSF1|2926"
"WDR62|284403"
"PPAN-P2RY11|692312"
"RYR1|6261"
"MAVS|57506"
"NEK3|4752"
"LPAR5|57121"
"PSMB7|5695"
"ANKRD12|23253"
"MAP3K10|4294"
"FGFR2|2263"
"CCDC78|124093"
"KIF16B|55614"
"MRPL21|219927"
"MATR3|9782"
"RASL11B|65997"
"ATF5|22809"
"FPR1|2357"
"POLR1A|25885"
"FAM107A|11170"
"TBC1D7|51256"
"PAX6|5080"
"SCAND2|54581"
"SEL1L3|23231"
"PHKB|5257"
"RNF170|81790"
"FYB|2533"
"AXIN1|8312"
"CGRRF1|10668"
"FAM160B2|64760"
"LOC100130776|100130776"
"HDHD1A|8226"
"ZNF362|149076"
"MYO1F|4542"
"PLEKHA9|51054"
"NFASC|23114"
"TCF20|6942"
"GPR126|57211"
"IFT27|11020"
"IL10RA|3587"
"ZNF680|340252"
"CENPA|1058"
"PTHLH|5744"
"GOLPH3|64083"
"POLR2D|5433"
"ZNF197|10168"
"TWIST2|117581"
"CYBRD1|79901"
"CCDC163P|126661"
"TFPT|29844"
"KIAA1804|84451"
"MYOF|26509"
"UBA7|7318"
"TP53AIP1|63970"
"BRD9|65980"
"LOC254559|254559"
"PRIM1|5557"
"FLJ42627|645644"
"PPARA|5465"
"RASA2|5922"
"C16orf79|283870"
"HNRNPA0|10949"
"ARHGAP9|64333"
"GLS2|27165"
"SETD5|55209"
"MTM1|4534"
"CMKLR1|1240"
"WDR33|55339"
"C1orf112|55732"
"ATOX1|475"
"ZNF358|140467"
"SEMA4F|10505"
"ZYX|7791"
"ADORA3|140"
"TRUB1|142940"
"CD40|958"
"TMBIM1|64114"
"SCAMP1|9522"
"LOC285074|285074"
"CGGBP1|8545"
"CG030|116828"
"FLJ37453|729614"
"DES|1674"
"COL13A1|1305"
"C3orf23|285343"
"IL1RAP|3556"
"ECE2|9718"
"PCDHB4|56131"
"TMEM22|80723"
"C13orf27|93081"
"LARP6|55323"
"KLHDC4|54758"
"DYNC1H1|1778"
"RPL30|6156"
"IMMP2L|83943"
"EEF1E1|9521"
"CD163L1|283316"
"COX6B2|125965"
"PARP12|64761"
"GCH1|2643"
"CHD2|1106"
"YARS2|51067"
"KCNMB4|27345"
"RELN|5649"
"PGAM5|192111"
"ZNF35|7584"
"TMEM173|340061"
"PRPF31|26121"
"TLN1|7094"
"NOC4L|79050"
"CHRD|8646"
"TMEM49|81671"
"TRPV4|59341"
"CSNK1D|1453"
"POLA1|5422"
"KDELC1|79070"
"PPIL5|122769"
"FAM114A1|92689"
"C5orf34|375444"
"LRCH2|57631"
"OTUB1|55611"
"VPS37B|79720"
"PLRG1|5356"
"MLF1IP|79682"
"PDE2A|5138"
"HOXA2|3199"
"LGALS7|3963"
"LOC375190|375190"
"ID2|3398"
"CSNK2A1|1457"
"C19orf48|84798"
"FMO4|2329"
"RNASEN|29102"
"ACAA2|10449"
"CHST6|4166"
"DUSP16|80824"
"ADPRHL2|54936"
"GPR157|80045"
"MNAT1|4331"
"N6AMT2|221143"
"LOC643008|643008"
"SGK1|6446"
"C9orf23|138716"
"MRPL12|6182"
"NAT1|9"
"KDELR1|10945"
"LSM6|11157"
"DLEU2|8847"
"PPIH|10465"
"SDCBP|6386"
"WDR59|79726"
"AP1G1|164"
"SPIN4|139886"
"PRR16|51334"
"GPC2|221914"
"ZCRB1|85437"
"C2orf43|60526"
"FAM22A|728118"
"CTSG|1511"
"COL9A2|1298"
"SPP1|6696"
"FYCO1|79443"
"C6orf26|401251"
"MRPL23|6150"
"LOC728819|728819"
"MEX3A|92312"
"C19orf55|148137"
"ETNK2|55224"
"FAM199X|139231"
"C1orf212|113444"
"PI4KAP2|375133"
"ALDH1L2|160428"
"ABCF3|55324"
"MOAP1|64112"
"EZH1|2145"
"FDPS|2224"
"C10orf114|399726"
"RNF4|6047"
"LOC100270710|100270710"
"ZSCAN23|222696"
"LOC100129550|100129550"
"STX17|55014"
"TRIM35|23087"
"DNAH2|146754"
"PC|5091"
"ITGB8|3696"
"SLC19A1|6573"
"LATS2|26524"
"CES8|283848"
"TMC8|147138"
"AMD1|262"
"NSUN4|387338"
"FAM83G|644815"
"HLX|3142"
"CXCR2P1|3580"
"C1orf27|54953"
"USP9X|8239"
"SPAG4|6676"
"CCDC48|79825"
"CCL21|6366"
"LOC338799|338799"
"HERC5|51191"
"BDKRB1|623"
"MOBKL2B|79817"
"PLCG2|5336"
"UGGT2|55757"
"CPVL|54504"
"SIPA1|6494"
"C12orf66|144577"
"TAF2|6873"
"ABCG2|9429"
"ARRDC1|92714"
"ARHGAP22|58504"
"MOGS|7841"
"NSL1|25936"
"FIZ1|84922"
"NDUFB10|4716"
"UBA2|10054"
"COL7A1|1294"
"LIPT2|387787"
"DONSON|29980"
"C5orf54|63920"
"RPL13A|23521"
"GLUD1|2746"
"SRBD1|55133"
"RSBN1L|222194"
"PNP|4860"
"FDX1L|112812"
"NACA2|342538"
"PTP4A1|7803"
"NSMCE1|197370"
"CDH6|1004"
"CYS1|192668"
"SCAI|286205"
"KIAA1024|23251"
"IL23A|51561"
"AMT|275"
"DCTN2|10540"
"LGI2|55203"
"SNAP47|116841"
"ISG20|3669"
"PCYOX1|51449"
"ZNF282|8427"
"KCNE4|23704"
"LAPTM5|7805"
"MGAT5|4249"
"SCG2|7857"
"SFRS8|6433"
"MCCC1|56922"
"DRD4|1815"
"SH2B3|10019"
"RPL39|6170"
"TOP1P1|7151"
"RAD21|5885"
"FFAR2|2867"
"SLC37A4|2542"
"LGMN|5641"
"PPP4C|5531"
"MSL3|10943"
"ZBED2|79413"
"WIPF1|7456"
"ZNF524|147807"
"KIF1A|547"
"STEAP2|261729"
"MNT|4335"
"MAP3K2|10746"
"BOP1|23246"
"RPL23AP82|284942"
"DCLRE1B|64858"
"DIAPH1|1729"
"CYP1B1|1545"
"IFNE|338376"
"SPAG9|9043"
"DUSP3|1845"
"SKIL|6498"
"DIS3|22894"
"VANGL2|57216"
"SPATA13|221178"
"IRGQ|126298"
"OCRL|4952"
"PIGQ|9091"
"CECR6|27439"
"ATP9B|374868"
"PLP2|5355"
"KCTD18|130535"
"ZBTB44|29068"
"TM7SF3|51768"
"ZFP1|162239"
"HCG4|54435"
"ZNHIT2|741"
"PRR24|255783"
"GTPBP5|26164"
"NEGR1|257194"
"RABGGTB|5876"
"STX12|23673"
"RIMBP3|85376"
"WDR5B|54554"
"SNAP23|8773"
"BAALC|79870"
"PRKAR1A|5573"
"ZC4H2|55906"
"EPHB1|2047"
"MGAT5B|146664"
"DMXL2|23312"
"C19orf52|90580"
"CXCL13|10563"
"DDIT4L|115265"
"CAMK4|814"
"C2orf65|130951"
"PTPN7|5778"
"ACSL3|2181"
"ZBTB33|10009"
"C10orf47|254427"
"SCFD2|152579"
"UTP11L|51118"
"PSMC5|5705"
"FAM26F|441168"
"GGT3P|2679"
"LOC100128191|100128191"
"PDZD2|23037"
"TXNL4B|54957"
"CPA4|51200"
"KIAA0494|9813"
"NSUN5|55695"
"METTL1|4234"
"SARNP|84324"
"MRPS26|64949"
"PITPNB|23760"
"PPP1CB|5500"
"RCOR1|23186"
"REXO2|25996"
"EFCAB1|79645"
"KLF6|1316"
"ZNF552|79818"
"RAB21|23011"
"MAL|4118"
"GOLGA6L10|647042"
"C5orf24|134553"
"LYSMD3|116068"
"ZNF43|7594"
"GMNN|51053"
"IARS|3376"
"FAM13AOS|285512"
"ITFG3|83986"
"KLF16|83855"
"MBIP|51562"
"AP1AR|55435"
"NUP85|79902"
"ZCCHC24|219654"
"SNHG12|85028"
"MFSD2A|84879"
"AVL9|23080"
"WNT2|7472"
"LMO4|8543"
"ASL|435"
"C1orf186|440712"
"PHF3|23469"
"SAMD9|54809"
"SKI|6497"
"HS3ST6|64711"
"LRP11|84918"
"CUL5|8065"
"C20orf151|140893"
"CNTNAP2|26047"
"MRPL18|29074"
"RFC5|5985"
"TIMM16|51025"
"LOC647946|647946"
"TMEM200B|399474"
"EFCAB6|64800"
"UGT8|7368"
"TRIM65|201292"
"CRYGS|1427"
"METTL6|131965"
"YRDC|79693"
"ZNF449|203523"
"CHKA|1119"
"SMAD7|4092"
"NUDT10|170685"
"LRIG3|121227"
"RFESD|317671"
"TRIM25|7706"
"JAKMIP2|9832"
"ZNF557|79230"
"TUBG2|27175"
"SMAP1|60682"
"SCNN1A|6337"
"TDP1|55775"
"LOC284441|284441"
"CTNNAL1|8727"
"NUPR1|26471"
"CDK18|5129"
"TEAD1|7003"
"L3MBTL2|83746"
"DCST2|127579"
"NHLH2|4808"
"PHF17|79960"
"LOC100134713|100134713"
"CREG2|200407"
"IPO11|51194"
"KIAA0146|23514"
"RNF220|55182"
"SERPINA5|5104"
"GAS7|8522"
"FEZ2|9637"
"NACAD|23148"
"TMPRSS11D|9407"
"B4GALT7|11285"
"FOXK1|221937"
"TEK|7010"
"ADSS|159"
"ZNF232|7775"
"C11orf9|745"
"FAM21A|387680"
"SNX29|92017"
"CSRNP2|81566"
"CCDC17|149483"
"ACAD10|80724"
"ZNF738|148203"
"C1orf163|65260"
"ADAM17|6868"
"HOOK2|29911"
"ITPRIPL2|162073"
"PPP1R3C|5507"
"CLK2P|1197"
"SLC9A9|285195"
"SALL2|6297"
"SLAMF1|6504"
"NPTXR|23467"
"ZNF709|163051"
"DENND2C|163259"
"TMEM194A|23306"
"TRIM26|7726"
"FAM160A1|729830"
"SLC20A2|6575"
"LRP5L|91355"
"TPSB2|64499"
"S100A12|6283"
"C15orf21|283651"
"TERF2IP|54386"
"RTN1|6252"
"STAT6|6778"
"TAB3|257397"
"GJB6|10804"
"CNOT6|57472"
"ANXA2P1|303"
"MKL1|57591"
"C14orf2|9556"
"ARHGEF19|128272"
"HLA-DQB1|3119"
"SRPR|6734"
"MTMR7|9108"
"PLA1A|51365"
"EZH2|2146"
"FAM104B|90736"
"CDC34|997"
"PKD2|5311"
"CHRM3|1131"
"CETN3|1070"
"TSPAN11|441631"
"STOX2|56977"
"STK11IP|114790"
"RFC3|5983"
"SLC26A1|10861"
"CCDC71|64925"
"SLC4A1AP|22950"
"CCDC90A|63933"
"SLC1A4|6509"
"RPS6KA4|8986"
"FLJ16779|100192386"
"PEX6|5190"
"GPR162|27239"
"PFKL|5211"
"REEP3|221035"
"IL7R|3575"
"PAM|5066"
"ORAI2|80228"
"FAM38A|9780"
"NRM|11270"
"UTP15|84135"
"TBPL1|9519"
"SRPK2|6733"
"GNL3|26354"
"ANO5|203859"
"LOC100131434|100131434"
"AIFM3|150209"
"SLMAP|7871"
"NUP133|55746"
"MAMDC4|158056"
"AGXT2L2|85007"
"ZNF529|57711"
"CCNL2|81669"
"TH|7054"
"TGIF2|60436"
"LYN|4067"
"NPC1|4864"
"GINS4|84296"
"CENPK|64105"
"PRLR|5618"
"PCM1|5108"
"TMPO|7112"
"GPR89C|728932"
"METTL2B|55798"
"PHF5A|84844"
"SOLH|6650"
"BMF|90427"
"RAB5A|5868"
"NTF3|4908"
"WNT11|7481"
"UNC13D|201294"
"PDP2|57546"
"UROD|7389"
"C2orf77|129881"
"NUDCD1|84955"
"AUTS2|26053"
"KIAA1549|57670"
"IPP|3652"
"TPCN1|53373"
"TRIM9|114088"
"DMBT1|1755"
"BCAR1|9564"
"PYCR2|29920"
"SOCS3|9021"
"SETDB2|83852"
"MRPS23|51649"
"NPHP4|261734"
"PYCRL|65263"
"DCAF13|25879"
"ATG4C|84938"
"SIK2|23235"
"TAP2|6891"
"FCN3|8547"
"PTCHD2|57540"
"FZD1|8321"
"NEDD1|121441"
"RBM9|23543"
"FAM105A|54491"
"LCMT1|51451"
"RBP7|116362"
"TOR1AIP1|26092"
"C7orf36|57002"
"CCHCR1|54535"
"MARCH8|220972"
"ARF5|381"
"PLEKHM1P|440456"
"RAB15|376267"
"TMEM223|79064"
"FAM89B|23625"
"TIMP4|7079"
"ROMO1|140823"
"PCDHGA9|56107"
"TNFAIP3|7128"
"TOMM34|10953"
"HIGD1A|25994"
"RCAN1|1827"
"FXN|2395"
"PQLC3|130814"
"ARHGAP8|23779"
"KIAA1310|55683"
"ACTR3|10096"
"PRR4|11272"
"ATAD3B|83858"
"AAGAB|79719"
"PTK2B|2185"
"HMGXB3|22993"
"RAD52|5893"
"HUS1|3364"
"GRIPAP1|56850"
"HTATIP2|10553"
"SPTBN4|57731"
"ABR|29"
"COL4A4|1286"
"C6orf27|80737"
"STARD5|80765"
"C19orf38|255809"
"ZFAND2A|90637"
"HSPA5|3309"
"UXS1|80146"
"BCL11A|53335"
"KCNC4|3749"
"TNXB|7148"
"RBMXL1|494115"
"CHP|11261"
"NCRNA00085|147650"
"DIP2A|23181"
"CHST10|9486"
"MAOB|4129"
"NCOR2|9612"
"PCDHGA6|56109"
"LPIN1|23175"
"GFRA3|2676"
"CYP27C1|339761"
"EIF2A|83939"
"GNAO1|2775"
"IPCEF1|26034"
"STX7|8417"
"RDH11|51109"
"FBXO17|115290"
"LRP12|29967"
"LCA5|167691"
"BRF1|2972"
"MAGEA11|4110"
"PCCB|5096"
"WDR43|23160"
"SFRS4|6429"
"BCL2L11|10018"
"GGTA1|2681"
"AGT|183"
"KIAA0101|9768"
"ZNF354B|117608"
"TRIM63|84676"
"ADAM15|8751"
"RAB38|23682"
"EML5|161436"
"DSC3|1825"
"HSPA12B|116835"
"BTBD10|84280"
"SOAT1|6646"
"TRPA1|8989"
"TFDP1|7027"
"PFDN5|5204"
"DDX17|10521"
"LLGL1|3996"
"PPP1R3G|648791"
"RPSAP9|653162"
"RNF144A|9781"
"TPM2|7169"
"DDX58|23586"
"OBFC2A|64859"
"COL4A2|1284"
"GCET2|257144"
"LRP5|4041"
"GTF3C5|9328"
"PARD6A|50855"
"CTBS|1486"
"ACOT2|10965"
"LOC441869|441869"
"AIG1|51390"
"IL16|3603"
"RAB40B|10966"
"PAQR3|152559"
"NIPSNAP3A|25934"
"WWC1|23286"
"HOXA4|3201"
"CPT1A|1374"
"RPS4X|6191"
"C17orf53|78995"
"UFD1L|7353"
"TMED5|50999"
"RHBDL2|54933"
"CCDC18|343099"
"TEX15|56154"
"HRAS|3265"
"FBXO7|25793"
"POC5|134359"
"ZNF230|7773"
"FAM177A1|283635"
"LRP2BP|55805"
"UBE2QL1|134111"
"FAM129B|64855"
"HEXDC|284004"
"ZNF556|80032"
"APOD|347"
"SGSM1|129049"
"EXTL2|2135"
"ZNF408|79797"
"TRPM7|54822"
"MPZL2|10205"
"JUNB|3726"
"POMT2|29954"
"LOC100271831|100271831"
"COMMD6|170622"
"CRYZ|1429"
"LIX1L|128077"
"BRWD3|254065"
"PUS7|54517"
"PSMC3IP|29893"
"PPWD1|23398"
"RAD51|5888"
"ZDHHC17|23390"
"AHCYL2|23382"
"TTC4|7268"
"C2CD3|26005"
"ZNF414|84330"
"LRRC29|26231"
"C12orf5|57103"
"GPR160|26996"
"ISYNA1|51477"
"LONRF1|91694"
"SACM1L|22908"
"EIF1AY|9086"
"AMH|268"
"PLD1|5337"
"SLC41A2|84102"
"SFMBT2|57713"
"CTNNB1|1499"
"CILP|8483"
"LOC100190938|100190938"
"FRMD6|122786"
"ETAA1|54465"
"COX7B|1349"
"ITFG2|55846"
"COG7|91949"
"RALY|22913"
"FOXP3|50943"
"C1GALT1|56913"
"DEPDC6|64798"
"RAD9A|5883"
"SLC20A1|6574"
"YBX2|51087"
"MTPAP|55149"
"NUAK1|9891"
"SMURF1|57154"
"MCHR1|2847"
"HHIP|64399"
"DCLRE1C|64421"
"CARNS1|57571"
"RTN4R|65078"
"GIGYF1|64599"
"LRP3|4037"
"SCNN1D|6339"
"SFMBT1|51460"
"POGZ|23126"
"EDN2|1907"
"RPS2P32|256355"
"LY6E|4061"
"RPN1|6184"
"FBP1|2203"
"HOMER3|9454"
"PWWP2B|170394"
"YIF1A|10897"
"TIMELESS|8914"
"IQCK|124152"
"ZNF702P|79986"
"CLIP4|79745"
"CGB5|93659"
"MLLT10|8028"
"ATP6V0D1|9114"
"TNFRSF10A|8797"
"TSC22D2|9819"
"DDAH2|23564"
"PSMD7|5713"
"S100A14|57402"
"IRAK4|51135"
"PATZ1|23598"
"SFRP2|6423"
"TMEM185A|84548"
"DNTTIP2|30836"
"EML2|24139"
"SVIL|6840"
"RCAN3|11123"
"C14orf64|388011"
"FAM109A|144717"
"NPIP|9284"
"KIF21B|23046"
"LMAN2|10960"
"PCGF6|84108"
"CPSF6|11052"
"SRM|6723"
"PIGT|51604"
"TC2N|123036"
"CLU|1191"
"SLC28A3|64078"
"TXN|7295"
"ELF3|1999"
"TMEM108|66000"
"NFKBIA|4792"
"CORO6|84940"
"RILP|83547"
"ACO1|48"
"LRRC14|9684"
"PROCR|10544"
"RNF114|55905"
"ADNP|23394"
"RFX7|64864"
"MBLAC1|255374"
"TMEM45A|55076"
"PPP1R16B|26051"
"CSDAP1|440359"
"LASS5|91012"
"XIST|7503"
"CST3|1471"
"CCDC97|90324"
"ADAM9|8754"
"CORO1A|11151"
"ABCF1|23"
"NCRNA00185|55410"
"ERCC4|2072"
"RPS6KA3|6197"
"PKIG|11142"
"MAN1C1|57134"
"SSBP3|23648"
"PDE7B|27115"
"ZNF614|80110"
"CAMK2N1|55450"
"C2orf54|79919"
"CLDN16|10686"
"IRF3|3661"
"C16orf74|404550"
"CAPN10|11132"
"TMEM88|92162"
"PLOD2|5352"
"TCEAL6|158931"
"BLM|641"
"DMRTA1|63951"
"ERGIC3|51614"
"CIAO1|9391"
"UCHL3|7347"
"LOC440905|440905"
"PIWIL4|143689"
"KIAA1644|85352"
"LTBP1|4052"
"FABP5|2171"
"CD3EAP|10849"
"NPEPPS|9520"
"ZNF425|155054"
"C9orf6|54942"
"SNX25|83891"
"MYCBP|26292"
"RIMKLB|57494"
"CROCC|9696"
"LOC100272146|100272146"
"TLE1|7088"
"CCL28|56477"
"C12orf41|54934"
"BIN2|51411"
"POU3F1|5453"
"ACO2|50"
"ZBTB1|22890"
"RUNDC2A|84127"
"MPHOSPH10|10199"
"C1orf198|84886"
"GPI|2821"
"ARFGAP1|55738"
"BARX2|8538"
"SCAMP2|10066"
"SERGEF|26297"
"EMP2|2013"
"LOC148189|148189"
"BRAF|673"
"EOMES|8320"
"MYOM1|8736"
"TLN2|83660"
"RGP1|9827"
"SPATA5L1|79029"
"ACOT11|26027"
"RAMP3|10268"
"SLC17A9|63910"
"C15orf52|388115"
"NAV3|89795"
"WDFY2|115825"
"HDGF|3068"
"ST3GAL4|6484"
"DENND5A|23258"
"BSG|682"
"KLRC1|3821"
"GNA13|10672"
"GOLPH3L|55204"
"ALG14|199857"
"MBLAC2|153364"
"MYLK|4638"
"ACTR3B|57180"
"PTAR1|375743"
"EBF3|253738"
"TMEM177|80775"
"TOB1|10140"
"LYPD5|284348"
"OSBPL3|26031"
"BOLA2|552900"
"ADRA2A|150"
"ZNF654|55279"
"CCNO|10309"
"TICAM1|148022"
"HIPK3|10114"
"UBASH3B|84959"
"CDK5|1020"
